date,federationId,match_link,season,serie,arena,home_team,away_team,domare1,domare2
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41699/match/1616378,2025/26,Pantamera P Blå Östra -15 A,Mörlunda Sporthall,142809035,FBC Kalmarsund Ungdom P15/1,Hjältevad Mariannelund IS P15,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41699/match/1616379,2025/26,Pantamera P Blå Östra -15 A,Mörlunda Sporthall,142809036,Hjältevad Mariannelund IS P15,IBK Svala P15,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41699/match/1616380,2025/26,Pantamera P Blå Östra -15 A,Gröndalshallen,142809037,CL98IC P15/2,Westerviks IBK P15/2,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41699/match/1616381,2025/26,Pantamera P Blå Östra -15 A,Gröndalshallen,142809038,Westerviks IBK P15/2,Vimmerby IBK P15,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41699/match/1616382,2025/26,Pantamera P Blå Östra -15 A,Gröndalshallen,142809039,Vimmerby IBK P15,CL98IC P15/2,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41672/match/1611121,2025/26,Pantamera P Röd MellanSyd -10,Tillsammans Arena Syd,141458030,FBC Ljungby P10,FBC Kalmarsund P11/2,Marcus Strömgren,Martin Carlsson
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41672/match/1611119,2025/26,Pantamera P Röd MellanSyd -10,Vedeby Sporthall A,141458028,FBC Karlskrona P10,Öjaby Sport IBK P09-10,Dragan Zaharijev,Christian Adolfsson
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41672/match/1611117,2025/26,Pantamera P Röd MellanSyd -10,Fortnox Arena B-hall,141458026,Växjö IBK Utveckling P11/1,Olofströms IBK P10,Roger Gardell,Isaia Tibil Oprea
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41662/match/1611211,2025/26,Pantamera P Röd MellanSyd -11,Sparbanken Arena,141456030,Carlshamns IBK P10-11,FBC Karlskrona P12/1,Viktor De Gregori Johnson,Mikael Björkman
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41669/match/1610602,2025/26,Pantamera P Röd MellanSyd -12,Falkenbergshallen,142705039,CL98IC P12/2,Öjaby Sport IBK P12,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41669/match/1610604,2025/26,Pantamera P Röd MellanSyd -12,Fortnox Arena B-hall,142705041,Växjö IBK Utveckling P12/2,Carlshamns IBK P12-13/1,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41669/match/1610605,2025/26,Pantamera P Röd MellanSyd -12,Kallinge Sporthall,142705042,KaRo IBF P12,Ingelstad IBK / Väckelsångs IK P12,Jacob Andersson,Abbe Johansson
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41669/match/1610601,2025/26,Pantamera P Röd MellanSyd -12,TTM hallen,142705038,FBC Kalmarsund P12/1,Alvesta IBK P11-12/2,Leo Kallenberg,Olle Nordén
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41670/match/1610868,2025/26,Pantamera P Röd MellanSyd -13,Tillsammans Arena Nord,142706041,FBC Ljungby P13,Moheda IBK P13-14,Nora Andersson,Wilma Salomonsson
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41670/match/1610864,2025/26,Pantamera P Röd MellanSyd -13,Fortnox Arena B-hall,142706037,Växjö IBK Utveckling P13 Blå,Hovshaga AIF P13 Blå,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41658/match/1609851,2025/26,Pantamera P Röd Norra -09 B,Fagerslätt Idrottshall,141452038,Husqvarna IK P10 Svart,Husqvarna IK P09 Vit,Suvad Kaltak,Sakib Batic
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41658/match/1609850,2025/26,Pantamera P Röd Norra -09 B,Torpshallen,141452037,Bankeryds Skid o MK P09-10,Aneby SK P09-10,Anton Alderhammar,Axel Wilsson Eng
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41658/match/1609853,2025/26,Pantamera P Röd Norra -09 B,Vimmerby Idrottshall,141452040,Vimmerby IBK P09-10/2,IBK Husar P09-10,Dawan Mofak,Mikael Fransson
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41659/match/1610119,2025/26,Pantamera P Röd Norra -10,Vrigstad Sporthall,141453042,Wrigstad IBK P10-11,Tranemo IBK P11,Jan Blohm,Viktor Qvist
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41659/match/1610118,2025/26,Pantamera P Röd Norra -10,Hasses Sportcenter LF-planen,141453041,Vetlanda IBF P10,Westbo IBK P10-11,Jonathan Bringstam,Kajsa Danvall
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41659/match/1610114,2025/26,Pantamera P Röd Norra -10,Norrahammars Sporthall,141453037,Månsarps IBK P10,Jönköpings IK P10-11,Gustav Jarnegren,Peter Nykvist
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41661/match/1610247,2025/26,Pantamera P Röd Norra -11 A,Hasses Sportcenter LF-planen,141455038,Vetlanda IBF P12/2,Värnamo IK P10 Svart,Jonathan Bringstam,Kajsa Danvall
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41661/match/1610246,2025/26,Pantamera P Röd Norra -11 A,Töllstorpshallen,141455037,Gnosjö IBK P10-11,Hovslätts IK P11-12 röd,Kim Westlund,Pontus Hildinge Mickelsson
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41660/match/1610379,2025/26,Pantamera P Röd Norra -11 B,Fagerslätt Idrottshall,141454038,Husqvarna IK P11,Månsarps IBK P11,Suvad Kaltak,Sakib Batic
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41660/match/1610382,2025/26,Pantamera P Röd Norra -11 B,Tillsammans Arena Syd,141454041,FBC Ljungby P11,IBF Tranås P11,Marcus Strömgren,Martin Carlsson
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41660/match/1610383,2025/26,Pantamera P Röd Norra -11 B,Värnamo Sporthall,141454042,Värnamo IK P11,KFUM Jönköping P11/2,Alva Perman,Tina Sandberg
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41660/match/1610381,2025/26,Pantamera P Röd Norra -11 B,Ribbahallen A-hall,141454040,Gränna AIS P10-11,Aneby SK P10-11,Anders A Nilsson,Emil Lindén
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41664/match/1611490,2025/26,Pantamera P Röd Norra -12 A,Fagerslätt Idrottshall,142700030,Husqvarna IK P12/2,Forsheda IF P11-12,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41664/match/1611486,2025/26,Pantamera P Röd Norra -12 A,Hisingstorpshallen,142700026,Hovslätts IK P11-12 vit,Värnamo IK P12/1,Olle Almén,Albin Sjöberg
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41664/match/1611487,2025/26,Pantamera P Röd Norra -12 A,Norrahammars Sporthall,142700027,Månsarps IBK P12,Sävsjö IBK P12,Lucas Widehäll,Mikael Henriksson
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41664/match/1611488,2025/26,Pantamera P Röd Norra -12 A,Jönköpings Idrottshus A-hall,142700028,Jönköpings IK P12 Vit,Fagerhult Habo IBK Ungdom P12,Anton Alderhammar,Axel Wilsson Eng
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41665/match/1611577,2025/26,Pantamera P Röd Norra -12 B,"Stadsgården, Råslätt",142701027,Hovslätts IK P13/1,Bankeryds Skid o MK P12,Melwin Berner,Tobias Huuhka
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41665/match/1611579,2025/26,Pantamera P Röd Norra -12 B,Jönköpings Idrottshus A-hall,142701029,Jönköpings IK P12 Blå,Värnamo IK P12/2,Erik Krantz,Elias Wallmyr
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41666/match/1611670,2025/26,Pantamera P Röd Norra -12 C,"KFUM Sporthall, Jönköping",142702030,KFUM Jönköping P12/2,Westbo IBK P12-13,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41666/match/1611668,2025/26,Pantamera P Röd Norra -12 C,Hasses Sportcenter LF-planen,142702028,Vetlanda IBF P12/1,Jönköpings IK P13 Röd,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41666/match/1611669,2025/26,Pantamera P Röd Norra -12 C,Kålgårdsarenan sporthall,142702029,Östra SK Jönköping P12,Wrigstad IBK P12-13,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41667/match/1610737,2025/26,Pantamera P Röd Norra -13 A,Furulundshallen,142703042,Hjältevad Mariannelund IS P12-13,Vetlanda IBF P13,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41667/match/1610734,2025/26,Pantamera P Röd Norra -13 A,Hisingstorpshallen,142703039,Hovslätts IK P13/2,Vimmerby IBK P13,Albin Sjöberg,Elina Kylberg
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41668/match/1611400,2025/26,Pantamera P Röd Norra -13 B,Torpshallen,142704030,Bankeryds Skid o MK P13,Jönköpings IK P13 Vit,Melvin Johansson,Sven Hasselblad
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41663/match/1611298,2025/26,Pantamera P Röd Östra -11,Krungårdshallen,141457027,Sandbäckshults IBK P11-12/2,FBC Karlskrona P11,Philip Tigerstrand,Camilla Carlsson
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41663/match/1611301,2025/26,Pantamera P Röd Östra -11,Ölands Bank Center B,141457030,FBC Kalmarsund Ungdom P11/2,FBC Kalmarsund/Kalmarsund Ungd P12/2,Anders Stenberg,Rolf Vatvedt
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41671/match/1611001,2025/26,Pantamera P Röd Östra -13,Torslundahallen,142707042,FBC Kalmarsund Ungdom P13/1,FBC Karlskrona P13,Noel Tholin,William Nordborg
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41527/match/1588299,2025/26,Pantamera Pojkar Röd Klass D,Bökensved Sporthall,232003038,Westerviks IBK P 10/11 Vit,Åby IBK Ungdom P12/14 Svart,Rasmus Jacobsson,Isac Graaf
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41528/match/1588429,2025/26,Pantamera Pojkar Röd Klass E,Överums Sporthall,232004036,IBF Antvarden P 12/13,Westerviks IBK P 12/13,Albin Häll,Martin Dahl
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41920/match/1622961,2025/26,Pojkar Grön Jönköping -2018,"Stadsgården, Råslätt 3-manna",142902037,Hovslätts IK P18/3,Fagerhult Habo IBK Ungdom P18/1,Ebba Skogsmo Casell,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41920/match/1622962,2025/26,Pojkar Grön Jönköping -2018,"Stadsgården, Råslätt 3-manna",142902038,Sävsjö IBK P18/3,Sävsjö IBK P18/1,Alma Petraeus,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41920/match/1622963,2025/26,Pojkar Grön Jönköping -2018,"Stadsgården, Råslätt 3-manna",142902039,Hovslätts IK P18/3,Sävsjö IBK P18/1,Jessica Priverus,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41920/match/1622964,2025/26,Pojkar Grön Jönköping -2018,"Stadsgården, Råslätt 3-manna",142902040,Fagerhult Habo IBK Ungdom P18/1,Sävsjö IBK P18/3,Ebba Skogsmo Casell,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41920/match/1622965,2025/26,Pojkar Grön Jönköping -2018,"Stadsgården, Råslätt 3-manna",142902041,Sävsjö IBK P18/1,Fagerhult Habo IBK Ungdom P18/1,Jessica Priverus,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41920/match/1622966,2025/26,Pojkar Grön Jönköping -2018,"Stadsgården, Råslätt 3-manna",142902042,Sävsjö IBK P18/3,Hovslätts IK P18/3,Alma Petraeus,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41920/match/1622985,2025/26,Pojkar Grön Jönköping -2018,"Stadsgården, Råslätt 3-manna",142902061,Hovslätts IK P18/2,Bankeryds Skid o MK P18,Naemi Tistling,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41920/match/1622986,2025/26,Pojkar Grön Jönköping -2018,"Stadsgården, Råslätt 3-manna",142902062,Barnarps IF P18/1,Forserums IF P18,Viola Hansson,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41920/match/1622987,2025/26,Pojkar Grön Jönköping -2018,"Stadsgården, Råslätt 3-manna",142902063,Hovslätts IK P18/2,Forserums IF P18,Ida Wintenby,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41920/match/1622988,2025/26,Pojkar Grön Jönköping -2018,"Stadsgården, Råslätt 3-manna",142902064,Bankeryds Skid o MK P18,Barnarps IF P18/1,Naemi Tistling,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41920/match/1622989,2025/26,Pojkar Grön Jönköping -2018,"Stadsgården, Råslätt 3-manna",142902065,Forserums IF P18,Bankeryds Skid o MK P18,Ida Wintenby,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41920/match/1622990,2025/26,Pojkar Grön Jönköping -2018,"Stadsgården, Råslätt 3-manna",142902066,Barnarps IF P18/1,Hovslätts IK P18/2,Viola Hansson,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41925/match/1622193,2025/26,Pojkar Grön Kalmar -2017,Ölands Bank Center A 3-manna,142907031,FBC Kalmarsund Ungdom P17/2,FBC Kalmarsund P17/2,Levi Strandh,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41925/match/1622194,2025/26,Pojkar Grön Kalmar -2017,Ölands Bank Center A 3-manna,142907032,Nybro IBK P17/1,CL98IC P17/1,Simon Siltberg,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41925/match/1622195,2025/26,Pojkar Grön Kalmar -2017,Ölands Bank Center A 3-manna,142907033,FBC Kalmarsund Ungdom P17/2,CL98IC P17/1,Levi Strandh,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41925/match/1622196,2025/26,Pojkar Grön Kalmar -2017,Ölands Bank Center A 3-manna,142907034,FBC Kalmarsund P17/2,Nybro IBK P17/1,Simon Siltberg,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41925/match/1622197,2025/26,Pojkar Grön Kalmar -2017,Ölands Bank Center A 3-manna,142907035,CL98IC P17/1,FBC Kalmarsund P17/2,Levi Strandh,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41925/match/1622198,2025/26,Pojkar Grön Kalmar -2017,Ölands Bank Center A 3-manna,142907036,Nybro IBK P17/1,FBC Kalmarsund Ungdom P17/2,Simon Siltberg,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41928/match/1622301,2025/26,Pojkar Grön Kalmar -2018,"Allaktivitetshuset, Rockneby 3-manna",142910031,CL98IC P18/3,FBC Kalmarsund P18,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41928/match/1622302,2025/26,Pojkar Grön Kalmar -2018,"Allaktivitetshuset, Rockneby 3-manna",142910032,VAKANT PLATS 2,VAKANT PLATS 1,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41928/match/1622303,2025/26,Pojkar Grön Kalmar -2018,"Allaktivitetshuset, Rockneby 3-manna",142910033,CL98IC P18/3,VAKANT PLATS 1,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41928/match/1622304,2025/26,Pojkar Grön Kalmar -2018,"Allaktivitetshuset, Rockneby 3-manna",142910034,FBC Kalmarsund P18,VAKANT PLATS 2,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41928/match/1622305,2025/26,Pojkar Grön Kalmar -2018,"Allaktivitetshuset, Rockneby 3-manna",142910035,VAKANT PLATS 1,FBC Kalmarsund P18,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41928/match/1622306,2025/26,Pojkar Grön Kalmar -2018,"Allaktivitetshuset, Rockneby 3-manna",142910036,VAKANT PLATS 2,CL98IC P18/3,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41924/match/1622829,2025/26,Pojkar Grön Kronoberg B -2017,Gemla Sporthall 3-manna,142906031,Gransholms IF P17/2,Hovshaga AIF P17/2,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41924/match/1622830,2025/26,Pojkar Grön Kronoberg B -2017,Gemla Sporthall 3-manna,142906032,Älmhults IBK P17,FBC Ljungby P17/3,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41924/match/1622831,2025/26,Pojkar Grön Kronoberg B -2017,Gemla Sporthall 3-manna,142906033,Gransholms IF P17/2,FBC Ljungby P17/3,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41924/match/1622832,2025/26,Pojkar Grön Kronoberg B -2017,Gemla Sporthall 3-manna,142906034,Hovshaga AIF P17/2,Älmhults IBK P17,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41924/match/1622833,2025/26,Pojkar Grön Kronoberg B -2017,Gemla Sporthall 3-manna,142906035,FBC Ljungby P17/3,Hovshaga AIF P17/2,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41924/match/1622834,2025/26,Pojkar Grön Kronoberg B -2017,Gemla Sporthall 3-manna,142906036,Älmhults IBK P17,Gransholms IF P17/2,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41931/match/1622745,2025/26,Pojkar Grön Ostkusten -2018,Mönsterås Sporthall A-hall,142913013,Sandbäckshults IBK P18/2,Westerviks IBK P18/2,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41931/match/1622746,2025/26,Pojkar Grön Ostkusten -2018,Mönsterås Sporthall A-hall 3-manna,142913014,Vimmerby IBK P18,Craftstadens IBK Oskarshamn P18,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41931/match/1622747,2025/26,Pojkar Grön Ostkusten -2018,Mönsterås Sporthall A-hall,142913015,Sandbäckshults IBK P18/2,Craftstadens IBK Oskarshamn P18,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41931/match/1622748,2025/26,Pojkar Grön Ostkusten -2018,Mönsterås Sporthall A-hall 3-manna,142913016,Westerviks IBK P18/2,Vimmerby IBK P18,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41931/match/1622749,2025/26,Pojkar Grön Ostkusten -2018,Mönsterås Sporthall A-hall,142913017,Craftstadens IBK Oskarshamn P18,Westerviks IBK P18/2,,
2025-11-22,7,https://stats.innebandy.se/sasong/43/serie/41931/match/1622750,2025/26,Pojkar Grön Ostkusten -2018,Mönsterås Sporthall A-hall 3-manna,142913018,Vimmerby IBK P18,Sandbäckshults IBK P18/2,,
2025-11-22,8,https://stats.innebandy.se/sasong/43/serie/40693/match/1571832,2025/26,SSL - Svenska Superligan Herrar,Solnahallen,580001070,AIK IBF,Pixbo IBK,Martin Jonsson,Joakim Mattsson
2025-11-22,8,https://stats.innebandy.se/sasong/43/serie/40696/match/1572127,2025/26,Allsvenskan Damer Norra,Ormingehallen,580026051,Nacka IBK,Hagunda IF,Roger Nilsson,Thomas Jonsson
2025-11-22,8,https://stats.innebandy.se/sasong/43/serie/40696/match/1572128,2025/26,Allsvenskan Damer Norra,Åkersviks Sporthall,580026052,Sundsvalls IBF,Tyresö Trollbäcken IBK,Tim Green,Viktor Snöborgs
2025-11-22,8,https://stats.innebandy.se/sasong/43/serie/40696/match/1572129,2025/26,Allsvenskan Damer Norra,Österåkers Multiarena Plan 1 - Ljusterö,580026053,Åkersberga IBF,KAIS Mora IF,Richard Himberg,Robert Jäderlund
2025-11-22,8,https://stats.innebandy.se/sasong/43/serie/40696/match/1572130,2025/26,Allsvenskan Damer Norra,Balderhallen A,580026054,Gamla Stan IBK,FBC Sollentuna,Viktor Grahn,Mattias Karlsson
2025-11-22,8,https://stats.innebandy.se/sasong/43/serie/40694/match/1570970,2025/26,Allsvenskan Herrar,IFU Arena A,580010053,Hagunda IF,Järfälla Bele IBF,Erik Hindemith,Fredrik Lundborg
2025-11-22,8,https://stats.innebandy.se/sasong/43/serie/42568/match/1660630,2025/26,Bäst i Stan Pojkar 14 – Slutspel,Trädgårdsstadshallen (Tullinge),150172002,FBI Tullinge,Nacka IBK,Casper Tholin,Maximilian Andersson
2025-11-22,8,https://stats.innebandy.se/sasong/43/serie/40772/match/1575688,2025/26,Damer Division 2 Norra,Smedsgärdshallen,150013034,Väsby AIK (A),Järfälla Bele IBK (A),Magnus Berg,Johnn Wahlgren
2025-11-22,8,https://stats.innebandy.se/sasong/43/serie/40772/match/1575689,2025/26,Damer Division 2 Norra,Hjorthagshallen,150013035,Djurgårdens IF IBS (A),Vaxholms IBF,Robert Järlemark,Stefan Ålander
2025-11-22,8,https://stats.innebandy.se/sasong/43/serie/40772/match/1575685,2025/26,Damer Division 2 Norra,Töjnahallen,150013031,FBC Sollentuna (B),Hässelby SK IBK (B),Mourice Åkerblom,Melvin Åkerblom
2025-11-22,8,https://stats.innebandy.se/sasong/43/serie/40773/match/1575779,2025/26,Damer Division 2 Södra,Högdalshallen,150038035,Högdalens AIS (A),Salems IF (A),Imtiaz Karim,William Albrecht
2025-11-22,8,https://stats.innebandy.se/sasong/43/serie/40773/match/1575778,2025/26,Damer Division 2 Södra,Lyckeby Sporthall,150038034,IFK Haninge,Tyresö Trollbäcken IBK (B),Svedje Ohlson,Mauricio Castillo
2025-11-22,8,https://stats.innebandy.se/sasong/43/serie/40773/match/1575775,2025/26,Damer Division 2 Södra,Stavsborgs sporthall,150038031,Älta IF (A),Huddinge IBS (B),Lars Sundlöf,Johnny Mikael Claesson
2025-11-22,8,https://stats.innebandy.se/sasong/43/serie/41362/match/1581066,2025/26,Damer Division 3 Mellersta,Värmdö sporthall,150037005,Värmdö IF (B),Ekerö IK (B),Benjamin Lennebrant,Fredrik Hallenberg
2025-11-22,8,https://stats.innebandy.se/sasong/43/serie/40774/match/1580996,2025/26,Damer Division 3 Norra,Smedsgärdshallen,150036026,Väsby AIK (B),Täby FC (B)/Vallentuna IBK (B),,
2025-11-22,8,https://stats.innebandy.se/sasong/43/serie/40775/match/1581181,2025/26,Damer Division 3 Södra,Kvarnängshallen,150042030,Nynäshamns IBK,Farsta IBK,Niklas Lundberg,Simon Lundberg
2025-11-22,8,https://stats.innebandy.se/sasong/43/serie/40815/match/1653092,2025/26,Damer Veteraner,Ekilla Sporthall,150191024,Rosersberg Arlanda IBK,Sundbybergs IK,Lars Reuterhagen,Jan Lingemark
2025-11-22,8,https://stats.innebandy.se/sasong/43/serie/40699/match/1571102,2025/26,Division 1 Herrar Södra Svealand,Farstahallen 1,580032053,Farsta IBK,FBC Nyköping,Stefano Bianque,Johan Larsson
2025-11-22,8,https://stats.innebandy.se/sasong/43/serie/40699/match/1571100,2025/26,Division 1 Herrar Södra Svealand,Fleminghallen A,580032051,Huddinge IBS,FBC Sollentuna,Mohamed Abdirisak,William Rennerfelt
2025-11-22,8,https://stats.innebandy.se/sasong/43/serie/40699/match/1571098,2025/26,Division 1 Herrar Södra Svealand,Österåkers Multiarena Plan 1 - Ljusterö,580032049,Åkersberga IBF,Älvsjö AIK IBF,Richard Himberg,Robert Jäderlund
