Domare,Date,Matcher
Amir Huseinovic,2024-10-15,1
Benjamin Olsen,2024-10-15,1
Emmy Birgersson,2024-10-15,1
Hajrudin Begic,2024-10-15,1
Hampus Abrahamsson,2024-10-15,1
Henrik Nordström,2024-10-15,1
Linus Backlund,2024-10-15,1
Roger Zahnér,2024-10-15,1
Selma Hadziselimovic,2024-10-15,1
Adnan Tongur,2024-10-16,1
Alexander Pavlovic,2024-10-16,1
Alexander Rydqvist,2024-10-16,1
Bianca Madsen,2024-10-16,1
Gökhan Atay,2024-10-16,1
Johan Gripestam,2024-10-16,1
Per Sundvall,2024-10-16,1
Sebastian Cedgard,2024-10-16,1
Amir Huseinovic,2024-10-17,1
Jesper Björklund Greter,2024-10-17,1
Mustafa Er,2024-10-17,1
Sebastian Kiejs Huhmarniemi,2024-10-17,1
Jesper Björklund Greter,2024-10-18,2
Jesper Wångblad,2024-10-18,2
Sebastian Cedgard,2024-10-18,2
Sebastian Kiejs Huhmarniemi,2024-10-18,2
Tage Sandquist,2024-10-18,2
Adam Jällfält,2024-10-18,1
Adnan Tongur,2024-10-18,1
Alexander Pavlovic,2024-10-18,1
Alexander Rydqvist,2024-10-18,1
Anton Sköld,2024-10-18,1
Clara Bergström,2024-10-18,1
Felix Bark Peterson,2024-10-18,1
Goran Kuduzovic,2024-10-18,1
Hajrudin Begic,2024-10-18,1
Halina Karnili,2024-10-18,1
Henrik Nordström,2024-10-18,1
Jonny Gaardén,2024-10-18,1
Linus Backlund,2024-10-18,1
Måns Bartilson,2024-10-18,1
Måns Eliason,2024-10-18,1
Mattias Strid,2024-10-18,1
Mustafa Kalajdzisalihovic,2024-10-18,1
Robin Boqvist,2024-10-18,1
Sebastian Ågren,2024-10-18,1
Selma Hadziselimovic,2024-10-18,1
Semir Aganspahic,2024-10-18,1
Thomas Johansson,2024-10-18,1
Tommy Runhammar,2024-10-18,1
Wessam Abdellrazek,2024-10-18,1
Mustafa Kalajdzisalihovic,2024-10-19,8
Mohsen Gholami,2024-10-19,7
Semir Aganspahic,2024-10-19,7
Gökhan Atay,2024-10-19,6
Adem Can,2024-10-19,4
Axel Szerszenski,2024-10-19,4
Joel Rudanko,2024-10-19,4
Senad Olevic,2024-10-19,4
Vilmer Olausson,2024-10-19,4
Ali Alizada,2024-10-19,3
Astrid Rydén,2024-10-19,3
Elvis Moholi,2024-10-19,3
Emil Häggsten,2024-10-19,3
Jesper Odeholm,2024-10-19,3
Samina Omar,2024-10-19,3
Thomas Johansson,2024-10-19,3
Tommy Runhammar,2024-10-19,3
Adam Jällfält,2024-10-19,2
Adnan Tongur,2024-10-19,2
Alexander Pettersson,2024-10-19,2
Alexander Rydqvist,2024-10-19,2
Astrid Björk,2024-10-19,2
Christian Svärdström,2024-10-19,2
Clara Bergström,2024-10-19,2
Cornelia Kindblad,2024-10-19,2
Emir Rajabi,2024-10-19,2
Felix Bark Peterson,2024-10-19,2
Filip Fosser,2024-10-19,2
Hajrudin Begic,2024-10-19,2
Halina Karnili,2024-10-19,2
Hampus Räffling,2024-10-19,2
Henry Frydensbjerg,2024-10-19,2
Jesper Björklund Greter,2024-10-19,2
Josefin Sannerholm,2024-10-19,2
Kristoffer Lind,2024-10-19,2
Leon Hulten,2024-10-19,2
Marcus Orrhult,2024-10-19,2
Mattias Strid,2024-10-19,2
Max Remper,2024-10-19,2
Oliver Lück,2024-10-19,2
Oliwer Nyrén,2024-10-19,2
Per Sundvall,2024-10-19,2
Petter Niklasson,2024-10-19,2
Robin Boqvist,2024-10-19,2
Robin Cederdahl,2024-10-19,2
Samuel Tolland,2024-10-19,2
Sebastian Ågren,2024-10-19,2
Sebastian Kiejs Huhmarniemi,2024-10-19,2
Sofia Andersson,2024-10-19,2
Wessam Abdellrazek,2024-10-19,2
Wiktor Kentander,2024-10-19,2
Yao-Zu Galby,2024-10-19,2
Ahmad Homsi,2024-10-19,1
Albin Sadiku,2024-10-19,1
Aldin Hadziselmovic,2024-10-19,1
Alexander Pavlovic,2024-10-19,1
Alexander Wren-Wennefors,2024-10-19,1
Alvar Rosander,2024-10-19,1
Amir Huseinovic,2024-10-19,1
Ante Johansson Stenholm,2024-10-19,1
Anton Carlsson,2024-10-19,1
Anton Sköld,2024-10-19,1
Arvid Biörnerud,2024-10-19,1
Arvid Melander,2024-10-19,1
Axel Sagdahl,2024-10-19,1
Benjamin Karlsson,2024-10-19,1
Christer Carlberg,2024-10-19,1
Dennis Jelse,2024-10-19,1
Dorian Karlsson,2024-10-19,1
Emil Dahlgren,2024-10-19,1
Emil Windevall,2024-10-19,1
Emin Kosovac,2024-10-19,1
Emmy Birgersson,2024-10-19,1
Filip Andersson,2024-10-19,1
Filip Tracey,2024-10-19,1
Gabriel Nääs,2024-10-19,1
Henrik Carlsson,2024-10-19,1
Henry Tames,2024-10-19,1
Hugo Ekström Siljat,2024-10-19,1
Hugo Sommargren,2024-10-19,1
Jörgen Andersson,2024-10-19,1
Jacob Ekbom,2024-10-19,1
Jasmin Dzanic,2024-10-19,1
Joel Gabrielsson,2024-10-19,1
Joel Mellby,2024-10-19,1
Jonas Söderberg,2024-10-19,1
Jonny Gaardén,2024-10-19,1
Kalle Borgen,2024-10-19,1
Kasper Degerman,2024-10-19,1
Kevin Cardell,2024-10-19,1
Kian Keinia,2024-10-19,1
Lina Lind,2024-10-19,1
Linda Lindskog,2024-10-19,1
Lucas Sjöstedt,2024-10-19,1
Marcus Johansson,2024-10-19,1
Marcus Larsson,2024-10-19,1
Mats Sällberg,2024-10-19,1
Matti Rouhiainen,2024-10-19,1
Mirela Mujic Dzanic,2024-10-19,1
Moa Ljungqvist,2024-10-19,1
Mustafa Er,2024-10-19,1
Nelson Lau,2024-10-19,1
Noel Hylén,2024-10-19,1
Oliver Hallsten,2024-10-19,1
Oscar Skogsberg,2024-10-19,1
Penny Olovson,2024-10-19,1
Philip Tindvall,2024-10-19,1
Pierre Eberhard Berg,2024-10-19,1
Roger Zahnér,2024-10-19,1
Sandra Lindskog,2024-10-19,1
Selma Hadziselimovic,2024-10-19,1
Simon Björkman Rydnemalm,2024-10-19,1
Sven Persson,2024-10-19,1
Tim Green,2024-10-19,1
Tobias Almroth,2024-10-19,1
Tobias Garhem,2024-10-19,1
Victor Sjöstedt,2024-10-19,1
Vincent Gårlin,2024-10-19,1
Vinnie Eriksson,2024-10-19,1
Yosuf Amiri,2024-10-19,1
Adam Jällfält,2024-10-20,4
Alexander Miriandis,2024-10-20,4
Axel Aremyr,2024-10-20,4
Noah Mellby,2024-10-20,4
Alexander Forsberg,2024-10-20,3
Emilia Djurelind,2024-10-20,3
Henrik Nordström,2024-10-20,3
Joel Silvén,2024-10-20,3
Leo Malm,2024-10-20,3
Linus Backlund,2024-10-20,3
Ludvig Majnesjö,2024-10-20,3
Måns Bartilson,2024-10-20,3
Maja Pehrsson,2024-10-20,3
Martin Andersson,2024-10-20,3
Nova Thoren Sahlin,2024-10-20,3
Sebastian Janarp,2024-10-20,3
Thomas Johansson,2024-10-20,3
Tomas Levin,2024-10-20,3
Tommy Runhammar,2024-10-20,3
Adem Can,2024-10-20,2
Adnan Tongur,2024-10-20,2
Albin Rosberg,2024-10-20,2
Alexander Rydqvist,2024-10-20,2
Anna-Klara Gidlöf,2024-10-20,2
Arvid Biörnerud,2024-10-20,2
Arvid Dahlin,2024-10-20,2
Axel Wigh,2024-10-20,2
Christian Svärdström,2024-10-20,2
Clara Selstam,2024-10-20,2
Cornelia Kindblad,2024-10-20,2
Daniel Liepins,2024-10-20,2
Elin Alfredsson,2024-10-20,2
Emelie Boström,2024-10-20,2
Emilia Söderström,2024-10-20,2
Felicia Lundgren Narváez,2024-10-20,2
Felix Bark Peterson,2024-10-20,2
Freja Linderoth,2024-10-20,2
Goran Kuduzovic,2024-10-20,2
Hampus Räffling,2024-10-20,2
Henry Tames,2024-10-20,2
Isak Larsson,2024-10-20,2
Jesper Björklund Greter,2024-10-20,2
Kristoffer Lind,2024-10-20,2
Lazo Cesto,2024-10-20,2
Linnea Grönroos,2024-10-20,2
Marcus Orrhult,2024-10-20,2
Mohsen Gholami,2024-10-20,2
Mustafa Er,2024-10-20,2
Mustafa Kalajdzisalihovic,2024-10-20,2
Noa Ånskog,2024-10-20,2
Oliver Claesson,2024-10-20,2
Olle Andersson,2024-10-20,2
Per Sundvall,2024-10-20,2
Robin Cederdahl,2024-10-20,2
Roger Zahnér,2024-10-20,2
Samuel Tolland,2024-10-20,2
Sebastian Ågren,2024-10-20,2
Sebastian Kiejs Huhmarniemi,2024-10-20,2
Selma Hadziselimovic,2024-10-20,2
Senad Olevic,2024-10-20,2
Sofia Andersson,2024-10-20,2
Susanne Andersson,2024-10-20,2
Teodor Ringhage,2024-10-20,2
Tuva Aebischer Skogbäck,2024-10-20,2
Yosuf Amiri,2024-10-20,2
Albin Jansson,2024-10-20,1
Alejandra Feng,2024-10-20,1
Alexander Pavlovic,2024-10-20,1
Alvin Andersson,2024-10-20,1
Anton Stenberg,2024-10-20,1
Arthur Nielsen,2024-10-20,1
Axel Törnros,2024-10-20,1
Ebba Engström,2024-10-20,1
Elsa Berg,2024-10-20,1
Emil Jacobsson,2024-10-20,1
Emir Rajabi,2024-10-20,1
Felix Broström,2024-10-20,1
Gökhan Atay,2024-10-20,1
Gabriel Nääs,2024-10-20,1
Helin Beyza Altuntas,2024-10-20,1
Henric Ebbmark,2024-10-20,1
Ian Blomqvist,2024-10-20,1
Isabella Söderman,2024-10-20,1
Isak Brogren,2024-10-20,1
Jasmin Dzanic,2024-10-20,1
Jesper Wångblad,2024-10-20,1
Julius Jensen,2024-10-20,1
Laura Sventen,2024-10-20,1
Linnea Andersson,2024-10-20,1
Liza Berglund,2024-10-20,1
Lukas Söderblom,2024-10-20,1
Maja Wogel,2024-10-20,1
Marcus Larsson,2024-10-20,1
Mattias Strid,2024-10-20,1
Max Remper,2024-10-20,1
Meja Edelman,2024-10-20,1
Milia Lindmark,2024-10-20,1
Milly Anäng Ring,2024-10-20,1
Mirela Mujic Dzanic,2024-10-20,1
Moa Jarnestål,2024-10-20,1
Moa Solberg Andersson,2024-10-20,1
Niclas Eriksson,2024-10-20,1
Noah Persson-Hedström,2024-10-20,1
Olle Lejon,2024-10-20,1
Oscar Haaga,2024-10-20,1
Oscar Skogsberg,2024-10-20,1
Robin Jönsson,2024-10-20,1
Roger Nilsson,2024-10-20,1
Sebastian Asplund-Larsson,2024-10-20,1
Semir Aganspahic,2024-10-20,1
Thomas Jonsson,2024-10-20,1
Tyra Sohlin,2024-10-20,1
Vincent Gårlin,2024-10-20,1
Wessam Abdellrazek,2024-10-20,1
William Lindroos,2024-10-20,1
Wilma Björk,2024-10-20,1
Wilma Nilsson Wojtowicz,2024-10-20,1
Alejandra Feng,2024-10-21,1
Charles Martinsson,2024-10-21,1
Hugo Sommargren,2024-10-21,1
Ida Finn,2024-10-21,1
Adnan Tongur,2024-10-22,1
Christian Ragnevi,2024-10-22,1
David Karlsson,2024-10-22,1
Hajrudin Begic,2024-10-22,1
Johan Ronge,2024-10-22,1
Jonny Gaardén,2024-10-22,1
Linda Lindskog,2024-10-22,1
Magnus Jansson,2024-10-22,1
Pedram Koublani,2024-10-22,1
Sandra Lindskog,2024-10-22,1
Thomas Johansson,2024-10-22,1
Torbjörn Zahner,2024-10-22,1
Adnan Mehmedagic,2024-10-23,1
Aldin Hadziselmovic,2024-10-23,1
Alexander Forsberg,2024-10-23,1
Alexander Pavlovic,2024-10-23,1
Hampus Räffling,2024-10-23,1
Henric Ebbmark,2024-10-23,1
Ian Blomqvist,2024-10-23,1
Jesper Björklund Greter,2024-10-23,1
Josefine Hedelind,2024-10-23,1
Måns Bartilson,2024-10-23,1
Mattias Strid,2024-10-23,1
Philip Aronsson-Elffors,2024-10-23,1
Sebastian Kiejs Huhmarniemi,2024-10-23,1
Senad Olevic,2024-10-23,1
Tommy Runhammar,2024-10-23,1
William Lundin,2024-10-23,1
Edvin Persson,2024-10-24,2
Bianca Madsen,2024-10-24,1
Johan Gripestam,2024-10-24,1
Kian Keinia,2024-10-24,1
Måns Bartilson,2024-10-24,1
Sebastian Ågren,2024-10-24,1
Selma Hadziselimovic,2024-10-24,1
Tage Sandquist,2024-10-24,1
Thomas Andersson,2024-10-24,1
Tommy Runhammar,2024-10-24,1
Torbjörn Zahner,2024-10-24,1
Jakob Bengtsson,2024-10-25,2
Simon Bengtsson,2024-10-25,2
Adam Jällfält,2024-10-25,1
Adam Kruse,2024-10-25,1
Adem Can,2024-10-25,1
Adnan Mehmedagic,2024-10-25,1
Adnan Tongur,2024-10-25,1
Alexander Pavlovic,2024-10-25,1
Alexander Rydqvist,2024-10-25,1
Alexander Warberg,2024-10-25,1
Anton Sköld,2024-10-25,1
Christian Jensen,2024-10-25,1
Christian Svärdström,2024-10-25,1
Emir Rajabi,2024-10-25,1
Emmy Birgersson,2024-10-25,1
Felix Bark Peterson,2024-10-25,1
Hampus Räffling,2024-10-25,1
Jesper Björklund Greter,2024-10-25,1
Kalle Borgen,2024-10-25,1
Kian Keinia,2024-10-25,1
Marcus Johansson,2024-10-25,1
Marcus Orrhult,2024-10-25,1
Melker Norin,2024-10-25,1
Per Sundvall,2024-10-25,1
Roger Zahnér,2024-10-25,1
Sebastian Kiejs Huhmarniemi,2024-10-25,1
Selma Hadziselimovic,2024-10-25,1
Semir Aganspahic,2024-10-25,1
Senad Olevic,2024-10-25,1
Susanne Andersson,2024-10-25,1
Thomas Johansson,2024-10-25,1
Tomas Levin,2024-10-25,1
Torbjörn Zahner,2024-10-25,1
Wilhelm Hellsten,2024-10-25,1
Amel Kosovac,2024-10-26,4
Alexander Rydqvist,2024-10-26,3
Amir Huseinovic,2024-10-26,3
Emin Kosovac,2024-10-26,3
Hajrudin Begic,2024-10-26,3
Hugo Ekström Siljat,2024-10-26,3
Joakim Jögi,2024-10-26,3
Lucas Westerlund,2024-10-26,3
Max Remper,2024-10-26,3
Melvin Gårlin,2024-10-26,3
Mustafa Er,2024-10-26,3
Mustafa Kalajdzisalihovic,2024-10-26,3
Nils Andersson,2024-10-26,3
Per Sundvall,2024-10-26,3
Wessam Abdellrazek,2024-10-26,3
Wilmer Albo,2024-10-26,3
Albin Wennersten,2024-10-26,2
Alexander Acke,2024-10-26,2
Alexander Pavlovic,2024-10-26,2
Alexander Pettersson,2024-10-26,2
Arvid Biörnerud,2024-10-26,2
Edvin Persson,2024-10-26,2
Elvira Bergman,2024-10-26,2
Halina Karnili,2024-10-26,2
Henry Tames,2024-10-26,2
Jesper Björklund Greter,2024-10-26,2
Joel Rudanko,2024-10-26,2
Konrad Jorpes,2024-10-26,2
Linus Backlund,2024-10-26,2
Malte Bartilson,2024-10-26,2
Martin Andersson,2024-10-26,2
Mohsen Gholami,2024-10-26,2
Noa Ånskog,2024-10-26,2
Nova Congiu,2024-10-26,2
Nova Malmgren,2024-10-26,2
Sebastian Cedgard,2024-10-26,2
Sebastian Kiejs Huhmarniemi,2024-10-26,2
Selma Hadziselimovic,2024-10-26,2
Senad Olevic,2024-10-26,2
Tommy Runhammar,2024-10-26,2
Adam Jällfält,2024-10-26,1
Adam Kruse,2024-10-26,1
Adem Can,2024-10-26,1
Adnan Mehmedagic,2024-10-26,1
Albert Enlund,2024-10-26,1
Alexander Forsberg,2024-10-26,1
Alexander Severinsson,2024-10-26,1
Alexander Warberg,2024-10-26,1
Alicia Pousette,2024-10-26,1
Amelie Wångblad,2024-10-26,1
Andreas Bengtsson Degen,2024-10-26,1
Andreas Lybacken,2024-10-26,1
Anton Sköld,2024-10-26,1
Benjamin Olsen,2024-10-26,1
Charlie Lidström,2024-10-26,1
Christian Svärdström,2024-10-26,1
Christoffer Danielsson,2024-10-26,1
Daniel Larm,2024-10-26,1
Emanuel Kanan,2024-10-26,1
Emelie Boström,2024-10-26,1
Emir Rajabi,2024-10-26,1
Emma Sandberg,2024-10-26,1
Erik Heggenes,2024-10-26,1
Esaias Ivarsson,2024-10-26,1
Felix Bark Peterson,2024-10-26,1
Gökhan Atay,2024-10-26,1
Gabriel Nääs,2024-10-26,1
Henry Frydensbjerg,2024-10-26,1
Jacob Bjerlemo,2024-10-26,1
Jasmin Dzanic,2024-10-26,1
Jesper Jonsson,2024-10-26,1
Joel Gabrielsson,2024-10-26,1
Joel Silvén,2024-10-26,1
Johan Elmeklo,2024-10-26,1
Johannes Ekenberg,2024-10-26,1
Jonas Olsson,2024-10-26,1
Josefine Hedelind,2024-10-26,1
Kajsa Skanselid,2024-10-26,1
Kevin Olandersson,2024-10-26,1
Kian Keinia,2024-10-26,1
Lazo Cesto,2024-10-26,1
Leutrim Krasniqi,2024-10-26,1
Linda Lindskog,2024-10-26,1
Magnus Fredriksson,2024-10-26,1
Maja Pehrsson,2024-10-26,1
Marcus Larsson,2024-10-26,1
Marcus Orrhult,2024-10-26,1
Matilda Wittink,2024-10-26,1
Mats Sällberg,2024-10-26,1
Mirela Mujic Dzanic,2024-10-26,1
Nelly Berg,2024-10-26,1
Nils Pihlblad,2024-10-26,1
Oliwer Nyrén,2024-10-26,1
Oscar Gustavsson,2024-10-26,1
Patrik Augustsson,2024-10-26,1
Penny Olovson,2024-10-26,1
Pierre Eberhard Berg,2024-10-26,1
Richard Claesson,2024-10-26,1
Samuel Tolland,2024-10-26,1
Sandra Lindskog,2024-10-26,1
Sebastian Ågren,2024-10-26,1
Sebastian Asplund-Larsson,2024-10-26,1
Sebastian Janarp,2024-10-26,1
Stella Reichenberg Ekblad,2024-10-26,1
Sven Persson,2024-10-26,1
Thomas Johansson,2024-10-26,1
Tomas Levin,2024-10-26,1
Victor Sjöstedt,2024-10-26,1
William Svensson,2024-10-26,1
Yao-Zu Galby,2024-10-26,1
Yosuf Amiri,2024-10-26,1
Alexander Miriandis,2024-10-27,4
Emanuel Sangrud,2024-10-27,4
Axel Aremyr,2024-10-27,3
Filip Boman,2024-10-27,3
Konrad Jorpes,2024-10-27,3
Melker Norin,2024-10-27,3
Pierre Eberhard Berg,2024-10-27,3
Samuel Tolland,2024-10-27,3
Wessam Abdellrazek,2024-10-27,3
Wilhelm Hellsten,2024-10-27,3
Adnan Tongur,2024-10-27,2
Albin Rosberg,2024-10-27,2
Alexander Forsberg,2024-10-27,2
Alexander Rydqvist,2024-10-27,2
Anna-Klara Gidlöf,2024-10-27,2
Elias Kristoffersson,2024-10-27,2
Ester Ingvarsson,2024-10-27,2
Felicia Lundgren Narváez,2024-10-27,2
Goran Kuduzovic,2024-10-27,2
Hajrudin Begic,2024-10-27,2
Halina Karnili,2024-10-27,2
Jakob Bengtsson,2024-10-27,2
Jesper Björklund Greter,2024-10-27,2
Joel Silvén,2024-10-27,2
Lucas Linde,2024-10-27,2
Matilda Litzell,2024-10-27,2
Mats Sällberg,2024-10-27,2
Milia Lindmark,2024-10-27,2
Milly Anäng Ring,2024-10-27,2
Mustafa Kalajdzisalihovic,2024-10-27,2
Noa Ånskog,2024-10-27,2
Oliver Pettersson,2024-10-27,2
Per Sundvall,2024-10-27,2
Rasmus Fredriksson,2024-10-27,2
Rasmus Hillerstedt,2024-10-27,2
Robin Niklasson,2024-10-27,2
Sebastian Ågren,2024-10-27,2
Sebastian Janarp,2024-10-27,2
Sebastian Kiejs Huhmarniemi,2024-10-27,2
Semir Aganspahic,2024-10-27,2
Senad Olevic,2024-10-27,2
Sixten Linderup,2024-10-27,2
Sofia Andersson,2024-10-27,2
Tommy Runhammar,2024-10-27,2
Tove Hall,2024-10-27,2
Viggo Wallentin,2024-10-27,2
Vince Perzon,2024-10-27,2
Vincent Gårlin,2024-10-27,2
Yosuf Amiri,2024-10-27,2
Adam Jällfält,2024-10-27,1
Adis Gibanica,2024-10-27,1
Albert Enlund,2024-10-27,1
Albin Frykholm,2024-10-27,1
Alexander Pavlovic,2024-10-27,1
Alexander Pettersson,2024-10-27,1
Alexander Warberg,2024-10-27,1
Ali Alizada,2024-10-27,1
Andreas Morelius,2024-10-27,1
Andreas Thorsell,2024-10-27,1
Axel Wigh,2024-10-27,1
Benjamin Olsen,2024-10-27,1
Claus Pettersson,2024-10-27,1
Daniel Liepins,2024-10-27,1
Elin Alfredsson,2024-10-27,1
Emelie Boström,2024-10-27,1
Emin Kosovac,2024-10-27,1
Felix Bark Peterson,2024-10-27,1
Felix Broström,2024-10-27,1
Frans Dahlstedt,2024-10-27,1
Fredrik Billemark,2024-10-27,1
Gustav Persson,2024-10-27,1
Helin Beyza Altuntas,2024-10-27,1
Henric Ebbmark,2024-10-27,1
Henrik Nordström,2024-10-27,1
Henry Möller,2024-10-27,1
Henry Tames,2024-10-27,1
Ian Blomqvist,2024-10-27,1
Isabella Söderman,2024-10-27,1
Isak Larsson,2024-10-27,1
Isak Skarrie,2024-10-27,1
Jasmin Dzanic,2024-10-27,1
Joel Gabrielsson,2024-10-27,1
Joel Mellby,2024-10-27,1
Joel Rudanko,2024-10-27,1
Jonas Olsson,2024-10-27,1
Kian Keinia,2024-10-27,1
Kristoffer Lind,2024-10-27,1
Leo Malm,2024-10-27,1
Linda Lindskog,2024-10-27,1
Linus Svensson,2024-10-27,1
Livia Haraldsson,2024-10-27,1
Måns Bartilson,2024-10-27,1
Måns Eliason,2024-10-27,1
Magnus Fredriksson,2024-10-27,1
Martin Andersson,2024-10-27,1
Martin Johansson,2024-10-27,1
Matilda Wittink,2024-10-27,1
Mirela Mujic Dzanic,2024-10-27,1
Moa Solberg Andersson,2024-10-27,1
Mohsen Gholami,2024-10-27,1
Mustafa Er,2024-10-27,1
Olivia Tornberg,2024-10-27,1
Oskar Lööke,2024-10-27,1
Peter Novakovic,2024-10-27,1
Robin Boqvist,2024-10-27,1
Roger Zahnér,2024-10-27,1
Samuel Woodrow,2024-10-27,1
Sandra Lindskog,2024-10-27,1
Selma Hadziselimovic,2024-10-27,1
Simon Bengtsson,2024-10-27,1
Tage Sandquist,2024-10-27,1
Thomas Johansson,2024-10-27,1
Torbjörn Zahner,2024-10-27,1
Tyra Sohlin,2024-10-27,1
Victor Strandberg,2024-10-27,1
Viktor Bringstam,2024-10-27,1
Jonny Gaardén,2024-10-28,1
Thomas Andersson,2024-10-28,1
Albin Persson,2024-10-29,1
Aldin Hadziselmovic,2024-10-29,1
Alexander Pavlovic,2024-10-29,1
Esaias Ivarsson,2024-10-29,1
Henrik Nordström,2024-10-29,1
Linda Lindskog,2024-10-29,1
Linus Backlund,2024-10-29,1
Måns Bartilson,2024-10-29,1
Sandra Lindskog,2024-10-29,1
Tommy Runhammar,2024-10-29,1
Adnan Tongur,2024-10-30,1
Aldin Hadziselmovic,2024-10-30,1
Alexander Pavlovic,2024-10-30,1
Hajrudin Begic,2024-10-30,1
Mats Sällberg,2024-10-30,1
Tommy Runhammar,2024-10-30,1
Christian Svärdström,2024-10-31,1
Henrik Nordström,2024-10-31,1
Jesper Björklund Greter,2024-10-31,1
Linus Backlund,2024-10-31,1
Marcus Orrhult,2024-10-31,1
Sebastian Kiejs Huhmarniemi,2024-10-31,1
Albert Enlund,2024-11-01,1
Alexander Pavlovic,2024-11-01,1
Alexander Rydqvist,2024-11-01,1
Almir Mehmedagic,2024-11-01,1
Amir Huseinovic,2024-11-01,1
Christian Jensen,2024-11-01,1
Felix Bark Peterson,2024-11-01,1
Gökhan Atay,2024-11-01,1
Gabriel Adolfsson,2024-11-01,1
Hampus Räffling,2024-11-01,1
Jesper Björklund Greter,2024-11-01,1
Jesper Wångblad,2024-11-01,1
Mattias Strid,2024-11-01,1
Mustafa Er,2024-11-01,1
Petter Enlund,2024-11-01,1
Roger Zahnér,2024-11-01,1
Sebastian Kiejs Huhmarniemi,2024-11-01,1
Semir Aganspahic,2024-11-01,1
Senad Olevic,2024-11-01,1
Tommy Runhammar,2024-11-01,1
Torbjörn Zahner,2024-11-01,1
Wessam Abdellrazek,2024-11-01,1
Amel Kosovac,2024-11-02,2
Gökhan Atay,2024-11-02,2
Henry Tames,2024-11-02,2
Jesper Odeholm,2024-11-02,2
Jim Nilsson,2024-11-02,2
Jonny Gaardén,2024-11-02,2
Lazo Cesto,2024-11-02,2
Magnus Nilsson,2024-11-02,2
Mustafa Kalajdzisalihovic,2024-11-02,2
Roger Zahnér,2024-11-02,2
Tommy Runhammar,2024-11-02,2
Yosuf Amiri,2024-11-02,2
Adnan Tongur,2024-11-02,1
Albert Enlund,2024-11-02,1
Albin Jakobsson,2024-11-02,1
Alexander Pavlovic,2024-11-02,1
Ali Tourabi,2024-11-02,1
Anders Lindqvist,2024-11-02,1
Björn Ekberg,2024-11-02,1
Christer Carlberg,2024-11-02,1
Daniel Liepins,2024-11-02,1
David Björketun,2024-11-02,1
Emilia Karlsson,2024-11-02,1
Goran Kuduzovic,2024-11-02,1
Hajrudin Begic,2024-11-02,1
Henrik Nordström,2024-11-02,1
Jan Svensson,2024-11-02,1
Jesper Björklund Greter,2024-11-02,1
Joakim Mattsson,2024-11-02,1
Joel Gabrielsson,2024-11-02,1
Jonas Pettersson,2024-11-02,1
Jonas Söderberg,2024-11-02,1
Kevin Prahl,2024-11-02,1
Kristoffer Lind,2024-11-02,1
Linus Backlund,2024-11-02,1
Måns Gilén,2024-11-02,1
Mårten Högblom,2024-11-02,1
Marcus Orrhult,2024-11-02,1
Martin Jonsson,2024-11-02,1
Mats Sällberg,2024-11-02,1
Mikael Björkqvist,2024-11-02,1
Moa Ljungqvist,2024-11-02,1
Moltas Gunnarsson,2024-11-02,1
Petter Enlund,2024-11-02,1
Richard Claesson,2024-11-02,1
Robin Cederdahl,2024-11-02,1
Sebastian Ågren,2024-11-02,1
Sebastian Kiejs Huhmarniemi,2024-11-02,1
Selma Hadziselimovic,2024-11-02,1
Semir Aganspahic,2024-11-02,1
Simon Bengtsson,2024-11-02,1
Thomas Andersson,2024-11-02,1
Torbjörn Zahner,2024-11-02,1
Albin Jansson,2024-11-03,3
Julius Jensen,2024-11-03,3
Emilia Karlsson,2024-11-03,2
Felix Bark Peterson,2024-11-03,2
Goran Kuduzovic,2024-11-03,2
Henry Tames,2024-11-03,2
Jesper Björklund Greter,2024-11-03,2
Jonny Gaardén,2024-11-03,2
Lazo Cesto,2024-11-03,2
Lina Lind,2024-11-03,2
Måns Bartilson,2024-11-03,2
Mattias Strid,2024-11-03,2
Mustafa Er,2024-11-03,2
Mustafa Kalajdzisalihovic,2024-11-03,2
Tea Yamazaki,2024-11-03,2
Tindra Bäckvall,2024-11-03,2
Tommy Runhammar,2024-11-03,2
Adem Can,2024-11-03,1
Alexander Blom,2024-11-03,1
Alexander Pavlovic,2024-11-03,1
Alexander Warberg,2024-11-03,1
Emil Åkervik,2024-11-03,1
Emil Windevall,2024-11-03,1
Emir Rajabi,2024-11-03,1
Filip Lövenklint,2024-11-03,1
Filippo Berntsson,2024-11-03,1
Gökhan Atay,2024-11-03,1
Gustav Garplid,2024-11-03,1
Ian Blomqvist,2024-11-03,1
Jörgen Andersson,2024-11-03,1
Jacob Johansson,2024-11-03,1
Josefin Sannerholm,2024-11-03,1
Kevin Cardell,2024-11-03,1
Linda Lindskog,2024-11-03,1
Linus Engman,2024-11-03,1
Martin Andersson,2024-11-03,1
Martin Johansson,2024-11-03,1
Mathias Hannu,2024-11-03,1
Niclas Eriksson,2024-11-03,1
Robin Jönsson,2024-11-03,1
Sandra Lindskog,2024-11-03,1
Sebastian Ågren,2024-11-03,1
Sebastian Kiejs Huhmarniemi,2024-11-03,1
Selma Hadziselimovic,2024-11-03,1
Semir Aganspahic,2024-11-03,1
Senad Olevic,2024-11-03,1
Steffen Leholk,2024-11-03,1
Susanne Andersson,2024-11-03,1
Sven Persson,2024-11-03,1
Theodore Idevall,2024-11-03,1
Tobias Anderberg,2024-11-03,1
Tobias Pauli Schmidt,2024-11-03,1
Tomas Levin,2024-11-03,1
